id,Entity,text,url,gt,gemini-flash,gemini-pro,gemini-flash-vlm,train
481722,Lake,Bass Lake - Beige/Brown 3 Piece Patio Set Product Image,https://www.specsserver.com/cache/MECNAAYJWFTL.JPG?width=135&height=135&ccid=x5cdc0f5f,no,india,no,-1,2
00068.jsonl.gz-17528322,Island,Brigham Kitchen Island In Black With Granite Top,https://www.specsserver.com/CACHE/MEDJDSWDPAGS.JPG?width=220&height=220&ccid=x9faa112,no,united states,no,-1,2
679102,Valley,Photo1: Lilly of the valley Pattern Wood Mounted Rubber Stamp From Cui,https://www.kawaiishopjapan.com/data/japaneseshop/product/20140417_971944.jpg,no,no,no,-1,2
773202,Jewelry,"Jewelry Shop Starter KIT - 12 pairs of DIY Chainmaille Earrings. $55.00, via Etsy.",https://i.pinimg.com/236x/77/be/d6/77bed600485caa452fbfcd29ba12492e--jewelry-shop-wire-jewelry.jpg,no,no,no,no,2
00010.jsonl.gz-10845164,Toilet,Cabinet That Goes Over Toilet Best 25 Over The Toilet Cabinet Ideas On Pinterest Over Toilet,http://t0.gstatic.com/images?q=tbn:ANd9GcQo6XE4H5C4mLvEqOvaJCyWdVL5YFdFcDOSLA6C8j04_ZSAcCM7Ig,no,no,no,no,2
00007.jsonl.gz-1913813,Road,large country homes large house and cottage in 11 acres tarporley road oakmere 8 bed country house for sale 163,http://tse4.mm.bing.net/th?id=OIP.FF3WaNSFxMXQKKWj9dPNAAHaE7,united kingdom,united kingdom,united kingdom,-1,2
00011.jsonl.gz-11757321,Mountain,Icelandic Horses In Mountain Landscape In Iceland - Metal Print,https://cdn.shopify.com/s/files/1/0182/3670/2784/products/icelandic-horses-in-mountain-landscape-in-iceland-matthias-hauser_c882c7b3-8c5e-43dc-94cf-f03e29fd4acf_300x300.jpg?v=1549449526,iceland,iceland,iceland,iceland,2
72113,Shop,LABOR DAY DEALS. Work hard. Shop harder ... but ONLY when you KNOW the deals are good. Check out these 330+ Labor Day deals - they're some of our best! Shop Now!,https://images.milledcdn.com/2013-08-29/sh1-ugyZCT-m5nes/e1d5e5f8f07906fa47bce530b6c998cf4626e8a3.jpg,no,no,united states,united states,2
00023.jsonl.gz-1133693,Hill,Chef Ricky Hill (Center) and his team at the Outley House Men's Shelter Team bag up bagels which had been collected Friday morning from bakeries along the suburban mainline by members of the Men's Fellowship at Wayne Presbyterian.,https://i2.wp.com/www.swglobetimes.com/wp-content/uploads/2020/04/Teds-02-3-30-Suburban-Men-Make-Breakfasts-More-Enjoyable-at-City-Shelters.jpg?fit=1024%2C895&ssl=1,united states,united states,united states,united states,2
00017.jsonl.gz-11108487,Island,Incaltaminte Barbati Kenneth Cole Reaction Black Leather Desert Island Boots Black,http://a1.mycloset.ro/1/0/2/1029777/1743847/1029777-1743847-p-MULTIVIEW.jpg,no,no,no,-1,2
173421,Living Room,How To Decorate Living Room Wall Coastal Rooms And Kitchens 80 Ways A Small Shutterfly Decoration Idea By Girl Nesting,"https://i0.wp.com/www.shutterfly.com/ideas/wp-content/uploads/2016/07/living-room_girl-nesting.jpg?resize=242,242&strip=all",no,no,no,no,2
00013.jsonl.gz-285844,Kitchen,getlinkyoutube.com-Interior Design Ã¢ÂÂ Galley Kitchen Makeover,http://i3.ytimg.com/vi/BG4NlgMC5uI/mqdefault.jpg,no,no,no,no,2
686810,Shop,Retail Shop Design Interior Architecture Mad Parfumer Store,https://www.ankarainteriors.com/uploads/595/595-3705.jpg?v=20200331,no,no,no,-1,2
616595,Jewelry,Luxury Red Leather Cover Paper Gift Boxes Jewelry Boxes,http://i.bosscdn.com/product/07/67/0d/e649d4a1e4aadc170e4483d3ee.jpg@4e_220w_220h.src%7Cwatermark=2&text=bXl0YnJvdGhlcnNib3guaGFuZ3llemhhbi5ib3NzZ29vLmNvbQ%3D%3D&t=75&color=I0ZGRkZGRg%3D%3D&size=5&p=9,no,no,no,china,2
00017.jsonl.gz-886004,Hill,Photo of Areopagus Hill,https://i1.wp.com/inboundchurch.org/wp-content/uploads/2018/07/Areopagus_hill.png?resize=600%2C400&ssl=1,greece,greece,greece,-1,2
00091.jsonl.gz-2572082,Hotel,Star Holiday Hotel,http://media-cdn.tripadvisor.com/media/photo-l/07/bd/e1/8e/hotel-exterior-view.jpg,no,united states,turkey,turkey,2
696916,Shop,The @redhookcrit shop is back online! Go to their site to buy!,http://blog.castelli-cycling.com/wp-content/uploads/2015/04/07d1f315e68f0ab299e011871d6174a0.jpg,no,united states,united states,united states,2
00083.jsonl.gz-16679178,Bedroom,"Thumbnail 3 bedroom apartment for sale in 75006, Paris, France",https://lid.zoocdn.com/354/255/99110a6aa125af16c6dfe1c3d17232cff913bc87.jpg,france,france,france,france,2
00043.jsonl.gz-16030469,House,Presents on a table in the Great Chamber at The House of the Seven Gables,https://7gables.org/wp-content/uploads/2019/10/2018-Christmas-and-Holiday-Images-JAB-80-WEB-300x300.jpg,united states,united states,united states,united states,2
00009.jsonl.gz-4896589,Hotel,Best Hotel to stay in Trang Ã¢ÂÂ Review of Thanya Beach Resort,http://www.thravel.net/wp-content/uploads/2019/03/thanya-beach-resort-300x200.jpg,thailand,thailand,thailand,thailand,2
435655,Office,<strong>Boss Office Products</strong> Mid-Back Double Plush Executive Chair,http://img1.wfrcdn.com/lf/79/hash/1677/3619700/1/Mid-Back%2BDouble%2BPlush%2BExecutive%2BChair.jpg,no,no,no,no,2
108631,Living Room,HM Richards Benson Pine Microfiber Living Room Furniture Collection,http://s7d4.scene7.com/is/image/BonTon/553769?$ibm_large$,no,no,no,no,2
00059.jsonl.gz-11248214,Flag,"""Fixed, extended horizontal Indian rack flag mount with 9"""" pole, standard cone topper & 6""""x9"""" highway flag""",https://cdn11.bigcommerce.com/s-f0564/images/stencil/500x659/products/604/3935/BRFM-RDHB765IN_.765_Indian_flag_mount_components__12190.1603832513.png?c=2,india,india,india,united states,2
280646,Shop,This is what a music theorist looks like. Kids Toddler T-Shirt by Listening to Ladies's Artist Shop,https://cdn-images.threadless.com/threadless-media/artist_shops/shops/listeningtoladies/products/377695/shirt-1512065342-134c879f9844f16fc9342e1d454cf14e.png?v=3&d=eyJvbmx5X21ldGEiOiBmYWxzZSwgImZvcmNlIjogZmFsc2UsICJvcHMiOiBbWyJ0cmltc2NyaXB0IiwgWzYyMi44NTcxNDI4NTcxNDI4LCA2MDQuMjg1NzE0Mjg1NzE0Ml0sIHt9XSwgWyJlbmNvZGUiLCBbIi5wbmciXSwgeyJkcGkiOiAzMDB9XSwgWyJyZXNpemUiLCBbNjgwXSwge31dLCBbIm92ZXJsYXkiLCBbInRocmVhZGxlc3MtbWVkaWEvYXJ0aXN0X3Nob3BzL292ZXJsYXlzL2NhdGVnb3JpZXMva2lkcy9zaXplcy8yL3N0eWxlcy90b2RkbGVyLXQtc2hpcnQvY29sb3JzLyovZnJvbnQtMTQ1NzQ1ODkxNi03NjgzMDI5YTMyZDI1YzNjMGU4Y2I1N2ZlNzFmM2I1OS5wbmciXSwgeyJ5IjogNjAwLCAieCI6IDY2NSwgImJhY2tncm91bmQiOiAiYzEyMzIzIn1dLCBbInJlc2l6ZSIsIFs4MDBdLCB7fV0sIFsiY2FudmFzX2NlbnRlcmVkIiwgWzgwMCwgODAwLCAiI2ZmZmZmZiJdLCB7fV0sIFsiZW5jb2RlIiwgWyJqcGciLCA4NV0sIHt9XV19,no,no,no,no,2
267259,Lake,"Fishing lure boxes personalized lake cabin lodge decor, with trout",https://img0.etsystatic.com/003/0/5736032/il_170x135.368554852_do0n.jpg,no,no,no,united states,2
898500,Lake,Location vacances Lake George - Two Houses on One Magnificent Property-3,https://dyuzi43ld6cwm.cloudfront.net/photos/152_106/B9/B9-44-5F-AC-DF-D0-C9-6B-7A-53-96-6E-C7-59-60-02-07-4D-DC-8B.jpg,united states,united states,united states,united states,2
00078.jsonl.gz-9983548,Toilet,"Public toilet block painted by local Indigenous artists featuring rainforest and river animals, Mossman, Queensland, Australia - Stock Image",https://c8.alamy.com/zooms/6/3c0199561b05408eb6b6dc1e4799e557/t2khfx.jpg,australia,australia,australia,australia,2
115540,Shop,Black and Tan Shepherd Kids Pullover Hoody by binarygod's Artist Shop,https://cdn-images.threadless.com/threadless-media/artist_shops/shops/binarygod/products/1002314/shirt-1556777789-b10e6665c1c040fc2f5dbd6c0dbb08e9.png?v=3&d=eyJvbmx5X21ldGEiOiBmYWxzZSwgImZvcmNlIjogZmFsc2UsICJvcHMiOiBbWyJ0cmltc2NyaXB0IiwgWzgxNC4yODU3MTQyODU3MTQyLCA4MTQuMjg1NzE0Mjg1NzE0Ml0sIHt9XSwgWyJlbmNvZGUiLCBbIi5wbmciXSwgeyJkcGkiOiAzMDB9XSwgWyJyZXNpemUiLCBbNjAwXSwge31dLCBbIm92ZXJsYXkiLCBbInRocmVhZGxlc3MtbWVkaWEvYXJ0aXN0X3Nob3BzL292ZXJsYXlzL2NhdGVnb3JpZXMva2lkcy9zaXplcy8qL3N0eWxlcy9wdWxsb3Zlci1ob29keS9jb2xvcnMvKi9mcm9udC0xNDU1NzI2MTc5LTBhZGNlMGEwODBiMzI5Y2UwMWYwYWIzN2RhMDg0ZjMxLnBuZyJdLCB7InkiOiA4MjAsICJ4IjogNzMwLCAiYmFja2dyb3VuZCI6ICIyYTQ5ODgifV0sIFsicmVzaXplIiwgWzgwMF0sIHt9XSwgWyJjYW52YXNfY2VudGVyZWQiLCBbODAwLCA4MDAsICIjZmZmZmZmIl0sIHt9XSwgWyJlbmNvZGUiLCBbImpwZyIsIDg1XSwge31dXX0=,no,united states,no,no,2
16184,Living Room,8 living room layouts that work,https://st.hzcdn.com/fimgs/pictures/living-rooms/interiors-christina-loucks-design-group-img~00f1359302389d71_4537-1-2fea222-w402-h255-b0-p0.jpg,no,no,no,no,2
00070.jsonl.gz-7028325,Hotel,"Hotel Pictures: Hotel Wittelsbach am See, Bad Wiessee",https://q-ec.bstatic.com/images/hotel/square150/542/54273245.jpg,germany,germany,germany,-1,2
00025.jsonl.gz-4308547,Road,"A worker cleans an all-electric BYD e6 at a Beijing auto show this year. About 100 test vehicles will be put on the road as taxis in the southern Chinese city of Shenzhen by June, with a launch on the west coast of the U.S. by the end of the year.",https://www.cbc.ca/gfx/images/news/photos/2010/04/26/E6carresize.jpg,china,no,china,china,2
00040.jsonl.gz-7950962,Bedroom,Best 25 Video Game Bedroom Ideas On Pinterest Boys Game This Month,https://i1.wp.com/shas.wlpr.xyz/images/original/hs/p5Ccp5WatdmLj9Wb/736x/4c/53/c7/4c53c7e24b1915cdeac7760ff0e5264e--boy-game-room-boy-rooms%E2%81%83d%E2%81%83jpg.jpg?strip=all&ssl=1,no,netherlands,no,-1,2
00021.jsonl.gz-7344643,Island,In Search Of Island Riddims: Deep House,https://djjvc.files.wordpress.com/2014/06/artworks-000080615430-5rcuav-t200x200.jpg?w=200&h=200&crop=1,no,india,no,no,2
299738,Shop,Shop Glory Blue Hydrangea - 1 Gallon,https://www.togogarden.com/public/images/products/thumbs/glory-blue-hydrangea-hydrangea-macrophylla-glory-blue-c2464b904b99b42349b4458f95d40ceeb-2.jpg,no,no,no,no,2
00051.jsonl.gz-5599577,Car,A car going full speed at the end of the tunnel - stock photo,https://thumb9.shutterstock.com/image-photo/stock-photo-a-car-going-full-speed-at-the-end-of-the-tunnel-450w-183503402.jpg,no,united kingdom,no,no,2
175174,Jewelry,Handcuffs Necklace Handcuffs Necklace Jewelry Necklaces,https://i.pinimg.com/736x/23/31/c0/2331c0d53bdc554993d7f7f38bb20cf8--handcuff-necklace-banjo.jpg,no,no,no,no,2
00081.jsonl.gz-1546543,Hotel,Ocean Breeze Club Hotel 63 1 0 7 Updated 2017 Prices Resort Reviews Daytona Beach Fl Tripadvisor,https://media-cdn.tripadvisor.com/media/photo-o/05/05/a8/70/plaza-ocean-club-hotel.jpg,united states,united states,united states,united states,2
00003.jsonl.gz-15905501,Mountain,Fireside pits sit slopeside at Four Seasons Jackson Hole Mountain Resort.,https://beta.images.theglobeandmail.com/15e/life/travel/destinations/article32543890.ece/ALTERNATES/w620/web-JacksonHole1028tr98.JPG,united states,united states,united states,united states,2
00065.jsonl.gz-3215754,Flag,LSU Tigers 4' x 6' Purple Official Appliqued Flag with Geaux Font,https://purpleandgoldsports.com/images/T/036030515P-gFbMNe.png,united states,united states,united states,-1,2
00013.jsonl.gz-16607204,Island,"a super bold modern kitchen done with a white kitchen island, hood, black cabinetry and lemon yellow items",https://www.digsdigs.com/photos/2020/04/a-super-bold-modern-kitchen-done-with-a-white-kitchen-island-hood-black-cabinetry-and-lemon-yellow-items.jpg,no,no,no,no,2
293242,Jewelry,"Stretch Magic Jewelry Cord, Clear, 0.5 mm",https://cdn.dick-blick.com/items/615/27/61527-1605-1-2ww-m.jpg,no,no,no,no,2
16157,Jewelry,ZEROUP Round Glass Cabochon 12mm 20mm Mixed Pattern Handmade Diy Embellishments Supplies for Jewelry Clasps Craft TP-383,https://ae01.alicdn.com/kf/HTB1s9qzl7omBKNjSZFqq6xtqVXaB/ZEROUP-Round-Glass-Cabochon-12mm-20mm-Mixed-Pattern-Handmade-Diy-Embellishments-Supplies-for-Jewelry-Clasps-Craft.jpg_q50.jpg,no,no,no,no,2
857443,Lake,"Former Vice President Al Gore and Senate Majority Leader Harry Reid talk at the 17th annual Lake Tahoe Summit conference at Sand Harbor, near Incline Village, Monday, Aug. 19, 2013. (Cathleen Alli ...",https://www.reviewjournal.com/wp-content/uploads/2017/08/9074097_web1_tahoesummit_081913ca_002web.jpg,united states,united states,united states,united states,2
00050.jsonl.gz-7464754,Hotel,Hampton Inn & Suites Phoenix Airport South Hotel,http://files3.http.videopolis.com/partner/6/0/2/9/8/7/9/6029879.lvthumb.jpeg,united states,united states,united states,united states,2
946050,Living Room,"traditional living room by Mitch Wise Design,Inc.",https://st.hzcdn.com/fimgs/pictures/living-rooms/the-redfield-home-mitch-wise-design-inc-img~8671026e0f738220_1990-1-6649e01-w660-h507-b0-p0.jpg,no,united states,no,united states,2
00122.jsonl.gz-7096309,Flag,The South Korean Flag with Blue Skies.,https://image.shutterstock.com/image-photo/south-korean-flag-blue-skies-260nw-795918508.jpg,south korea,south korea,south korea,south korea,2
00010.jsonl.gz-10263881,Mountain,"4k lhasa building in foot of Tibet mountain,cloud mass rolling over mountaintop Stock Footage",https://d1hw6n3yxknhky.cloudfront.net/045277559_iconm.jpeg,china,china,china,china,2
00102.jsonl.gz-9096209,Apartment,3 Beds - Properties at Wright Field at 5924 Hickam Dr in Dayton OH is a Apartment,http://i.oodleimg.com/item/3091876631u_7x424x360f_apartments_for_rent_in_dayton_oh/?1495718725,united states,united states,united states,united states,2
00111.jsonl.gz-16859099,House,Kallayam properties trivandrum Kallayam House Plots for Sale kerala,http://plotsaleinbucket.s3-ap-southeast-1.amazonaws.com/wp-content/uploads/2016/01/14105237/Kallayam-properties-trivandrum-Kallayam-House-Plots-for-Sale-kerala.jpg,india,india,india,india,2
00084.jsonl.gz-18095976,Road,"2 Bedrooms Terraced House for sale in Coombe Road, Dartmouth, TQ6",https://media.onthemarket.com/properties/4201752/518817439/image-0-1024x1024.jpg,united kingdom,united kingdom,united kingdom,united kingdom,2
00097.jsonl.gz-1757252,Bedroom,file jeep grand cherokee wj front wikimedia. Black Bedroom Furniture Sets. Home Design Ideas,https://upload.wikimedia.org/wikipedia/commons/2/20/Jeep_Grand_Cherokee_WJ_front_20071102.jpg,no,no,no,-1,2
00082.jsonl.gz-6450760,Flag,1280px Flag of the North American Free Trade Agreement standard version,https://economipedia.com/wp-content/uploads/1280px-Flag_of_the_North_American_Free_Trade_Agreement_standard_version-300x185.png,united states,no,no,no,2
00075.jsonl.gz-7796222,Hill,"ÃÂ© The McGraw-Hill Companies, 2002 6 The equilibrium real interest rate Current consumption Future consumption A A' AA' shows the production possibilit",http://images.slideplayer.com/3/793537/slides/slide_7.jpg,no,united states,no,united states,2
00036.jsonl.gz-10800769,House,6 bedroom detached house for sale Camlachie,https://cdn.immobilier-france.fr/api/images/H4sIAAAAAAAEAD2OvQ6CMBRGX6W5M1Aov2EzLjo4qXEu9EprqG3KJSEY391Orl9Ozvk+cA8z9KCJ!NJzblEZmflZjjis+56NzvKu7ra6bbjXjhz3qWjzqi27Js1Tkb38BAlc5Gbsak9oJk3QF2313x5GkYZeiDKBw0wY3pLwhlvEoGEDquCcZQpJjhoV025dkD1dYIuckR2ljV+0wRg5WznhlQLSGIXF9wcnhpAnvAAAAA==/6-bedroom-detached-house-for-sale-camlachie.jpg,united kingdom,canada,united kingdom,united kingdom,2
00076.jsonl.gz-5946607,Hotel,Honorees Justin Timberlake and Jessica Biel attend the 2015 GLSEN Respect Awards at the Beverly Wilshire Four Seasons Hotel on October 23 2015 in...,http://media.gettyimages.com/photos/honorees-justin-timberlake-and-jessica-biel-attend-the-2015-glsen-picture-id493988252?s=170x170,united states,united states,united states,-1,2
00037.jsonl.gz-8207138,Hotel,Country inn suites by carlson mussoorie hotel rooms - Mussoorie hotels with swimming pool ...,https://www.swantour.com/sites/default/files/country-inn-suites-mussoorie-1.jpg,india,india,india,india,2
864016,Valley,Skagit Valley Tulip Festival Tips on Visiting,https://www.thriftynorthwestmom.com/wp-content/uploads/2015/04/Skagit-Valley-Tulip-Festival-Tips-on-Visiting.jpg,united states,united states,united states,united states,2
00088.jsonl.gz-14368398,Hill,Pineapple Hill Saloon & Grill,https://lh3.ggpht.com/esmQQ4o61r5ZglQmoGM43mxHILjYcIPrA54rOemwHKBFO8M55951jCwZ7MK58yXU5jNCy0nk5XY3r29g6SMU-jYpPjwaGQ=s150,no,united states,united states,united states,2
00012.jsonl.gz-6929090,Car,Oval Patagonia venture text 4x5.5 inches size - funny stickers for construction hard hat pro union working men lunch box tool box symbol window motorcycle biker car - Made and shipped in USA,"https://i2.wp.com/images-na.ssl-images-amazon.com/images/I/41ukOlF8XnL._AC_UL250_SR250,250_.jpg?w=1060&ssl=1",united states,united states,united states,united states,2
718040,Lake,Supertopo - South Lake Tahoe Climbing - KletterfÃÂ¼hrer,https://www.bfgcdn.com/600_600_90/601-0271/supertopo-south-lake-tahoe-climbing-kletterfuehrer.jpg,united states,united states,united states,united states,2
00110.jsonl.gz-4837752,Flag,Set of firefighters red thin lines. Collection of firefighters national flag badges. Fire brigade emblems. Vector illustration of red line on US flag.,https://image.shutterstock.com/image-vector/set-firefighters-red-thin-lines-260nw-1803233287.jpg,united states,united states,united states,-1,2
00080.jsonl.gz-4778837,Flag,buttons with flag of Ghana vector image,https://cdn5.vectorstock.com/i/thumb-large/22/04/buttons-with-flag-of-ghana-vector-1442204.jpg,ghana,ghana,ghana,ghana,2
341289,Office,Best Luxe Home Office Images On Pinterest Workshop Home And,https://i.pinimg.com/736x/32/55/67/325567e38d81054bc2f30944e56bf27a--office-desks-office-office.jpg,no,no,no,no,2
237930,Lake,Mallard On The Lake Shower Curtain by Shoal Hollingsworth,https://render.fineartamerica.com/images/rendered/search/shower-curtain/images-medium-5/mallard-on-the-lake-shoal-hollingsworth.jpg?&targetx=-220&targety=0&imagewidth=1228&imageheight=819&modelwidth=787&modelheight=819&backgroundcolor=8E99AA&orientation=0,no,belgium,no,no,2
00080.jsonl.gz-4871072,House,Vacuum Clean the House Stickers for any Planner,https://img1.etsystatic.com/197/0/11668616/il_340x270.1311539313_skyw.jpg,no,no,no,no,2
00080.jsonl.gz-10457534,Kitchen,Commercial Blade Electric Meat Slicer Deli Cheese Food Cutter Kitchen Home Tool,https://i.ebayimg.com/thumbs/images/g/6vAAAOSwPJxe3c1q/s-l225.jpg,no,united states,no,no,2
00014.jsonl.gz-10652093,Beach,"FREEMAN LCL - 100% Cotton Reversible Oversized Beach Towel, Grey/Turquoise, Hello Sunshine - This wonderfully lush, oversized beach towel features a fun hello sunshine print on both sides. Made from super plush cotton, this beach towel is reversible for versatility.",http://st.houzz.com/fimgs/b7212c3704874ac1_2643-w251-h251-b1-p10--beach-style-beach-towels.jpg,no,united states,no,no,2
40765,Office,Home Mirror Surface Sticker Home Office Decorative Mirrors 3D Stereo Clock Acrylic Mirror Clock Block Combination Clock (Mirror Deep Gold),https://alexnld.com/wp-content/uploads/2019/11/TBD0124904601D_1-500x500.jpg,no,no,no,no,2
00064.jsonl.gz-2925778,Beach,"Hanauma Bay beach from above. Oahu island, Hawaii, USA (black and white)",https://terragalleria.com/images/black-white/pacific/hawa33127-bw.small.jpeg,united states,united states,united states,united states,2
00088.jsonl.gz-16629418,Toilet,How to Install a New Toilet in an RV,https://www.everything-about-rving.com/images/how-to-install-a-new-toilet-in-an-rv-21843212.jpg,no,no,no,no,2
00073.jsonl.gz-7827902,Kitchen,Oem/Odm China Anti Fatigue Mat Kitchen - Durable Ergonomic Anti-Fatigue Floor Comfort Mat Ã¢ÂÂ Sheep,https://cdn.goodao.net/sheepmats/bc30556e.jpg,no,china,china,china,2
254829,Office,POP3 'Post Office Protocol' RFC 1939,http://slideplayer.fr/slide/482746/1/images/52/POP3+%E2%80%98Post+Office+Protocol%E2%80%99+RFC+1939.jpg,no,no,no,no,2
00123.jsonl.gz-5132019,Beach,"15701 Collins Avenue 4205, Sunny Isles Beach, Florida 33160, 4 Bedrooms, 5 Bathrooms, Residential, For Sale, Price $5,695,000, A10873626",https://api-prod.corelogic.com/trestle/Media/SEFMIAMI.SEFMIAMI_MIAMI/Property/jpeg/407934256/52/MjgzNS8xNjI5LzE3LzU/MTcvNTUwMC8xNTkyODc3NDI2/wpy47LFlhPJRL6U3ElphqwQsk7UTLeWZmAa-Uz8QcB0,united states,united states,united states,-1,2
655840,Office,Two Business Colleagues Having Discussion Whilst Walking Outside Office,https://thumb10.shutterstock.com/image-photo/stock-photo-two-business-colleagues-having-discussion-whilst-walking-outside-office-450w-114639253.jpg,no,no,no,no,2
00006.jsonl.gz-16431478,Apartment,2 Beds - Lofts at Little Creek at 1315 Creekshire Way in Winston Salem NC is a Apartment,http://i.oodleimg.com/item/4292335661u_4x424x360f_apartments_for_rent_in_winston_salem_nc/?1495673635,united states,united states,united states,united states,2
00004.jsonl.gz-10671254,Toilet,"Duravit 2160510000 Durastyle One-Piece Toilet Bowl with White Siphon Jet, Elongated  (Bowl Only)",https://m.media-amazon.com/images/I/31iSQbsbtlL._SL500_.jpg,no,no,no,germany,2
00116.jsonl.gz-10636009,Kitchen,Kitchen With 2 Tier Island  Traditional  Kitchen  New,https://www.brightonbears.com/wp-content/uploads/2021/06/kitchen-with-2-tier-island-traditional-kitchen-new-140x100.jpg,no,no,no,-1,2
00040.jsonl.gz-12549875,Flag,A Canadian and American flag are pictured in this undated file photo.,https://images.weserv.nl/?url=https://globalnews.ca/wp-content/uploads/2018/06/canada-us-flags.jpg?quality=85&strip=all&w=720&errorredirect=https://globalnews.ca/wp-content/uploads/2018/06/canada-us-flags.jpg?quality=85&strip=all&w=720,canada,no,no,no,2
00104.jsonl.gz-2250034,Bedroom,4 bedroom End of Terrace house in Berkley Avenue...,http://media.rightmove.co.uk/dir/17k/16874/44770393/16874_3436526_IMG_00_0000_max_214x143.jpg,no,united states,no,-1,2
695105,Jewelry,Men Bracelet Beaded Stone Wood Beads Shamballa Stretch Wristband Jewelry Gift,https://i.ebayimg.com/thumbs/images/g/Ck4AAOSwcgNZGvYb/s-l225.jpg,no,united kingdom,no,no,2
00079.jsonl.gz-13245633,Apartment,"Gallery Cover Image of 1833 Sq.ft 3 BHK Apartment for buy in Urbana, Nazirabad for 14297400",https://is1-3.housingcdn.com/01c16c28/8c017327e4500624c7a32f9dd87b5061/v0/medium/3_bhk_apartment-for-sale-nazirabad-Kolkata-brochure.jpg,india,no,india,india,2
672642,Shop,Outdoor Buildings My Backyard Shop Home And Outdoor Products Suncast,http://tse2.mm.bing.net/th?id=OIP.K73nGdiGToiSDtehwu3SnwEsEk,no,united states,no,no,2
00078.jsonl.gz-11673038,Island,New Zealand Army soldiers from 2ER assist ADF counterparts on Kangaroo Island during Operation Bushfires Assist. NZDF photo.,https://www.contactairlandandsea.com/wp-content/uploads/2020/01/nzdf_engineers_kangaroo_island-800x444.jpg,australia,australia,new zealand,-1,2
00064.jsonl.gz-14521718,Mountain,"Mountain icons set, simple style. Mountain icons set. Simple illustration of 25 mountain vector icons for web Stock Photography",https://thumbs.dreamstime.com/t/mountain-icons-set-simple-illustration-mountain-vector-icons-web-mountain-icons-set-simple-style-104051172.jpg,no,no,no,no,2
00002.jsonl.gz-13735178,Mountain,figueroa mountain brewing logo,https://beerpulse.com/wp-content/uploads/2014/03/figueroa-mountain-brewing-logo-200x200.jpg,united states,united states,united states,united states,2
00056.jsonl.gz-14287936,Hotel,Game of Thrones now has its own ice hotel and it looks incredible,https://wsbuzz.com/wp-content/uploads/2018/01/landscape-1515500718-snow-village-1515446495.png,no,no,finland,-1,2
982278,Living Room,Wooden Christmas - Modern - Living room  - by NEVERQUITDESIGNIT,https://rs-rooms-cdn.floorplanner.com/rooms/images/thumbs/480/Os6i-hB-xd4O9f2o.jpg,no,united states,no,no,2
497156,Valley,Photo 6: 140 VALLEY POINTE Place NW in Calgary: Valley Ridge Detached for sale : MLSÃÂ®# C4271649,https://mrp-listings.myrealpage.com/fit-in/320x0/filters:quality(80)/6/2/2/90503226/b43c4d71117b14ce594d66a45f6e8afa.jpeg,canada,canada,canada,-1,2
00006.jsonl.gz-7545932,Hill,"<p>Diamond Reynolds, front right, addresses the crowd at J.J. Hill Montessori Magnet School where mourners held a vigil in July 2016 in St. Paul, Minn., in response to the shooting death of Philando Castile by police.</p>",https://www.chicagotribune.com/resizer/9VJi-djMSYFdLdpiLX80AYu6Qpc=/415x233/top/www.trbimg.com/img-5a5928a3/turbine/ct-20180112,united states,united states,united states,-1,2
00000.jsonl.gz-10418042,Toilet,Toilet Soap plastic Silicone Holder Plate Bathroom Heart Soap Dish style bathroom diagnostic-tool banheiro Shape Soapbox,https://ae01.alicdn.com/kf/HTB1eqDLOpXXXXciapXXq6xXFXXXW.jpg_220x220.jpg,no,no,no,no,2
286262,Jewelry,Black Leather Carbon Fiber Jewelry Storage Case Wdrawer Glass Top Lock And Key,https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/ddsAAOSweW5VNqF-/$_1.JPG,no,no,no,no,2
00057.jsonl.gz-8855576,Car,"Ambulance car on the street of Klaipeda, Lithuania Stock Photography",https://thumbs.dreamstime.com/t/ambulance-car-street-klaipeda-lithuania-july-medical-worker-overalls-stands-near-cabin-57178542.jpg,lithuania,lithuania,lithuania,lithuania,2
739350,Jewelry,stainless steel adjustable leather jewelry copper zircon charms bracelet TTTB-0107,https://en.joyeriaenacero.net/u_file/1911/products/08/79f2831332.jpg.240x240.jpg,no,no,no,no,2
462819,Office,"Office, Secretary, Stockings, Babe",http://xxxlesbiansvideos.sexylesbianxxx.com/2/18974_0.jpg,no,no,no,-1,2
00077.jsonl.gz-13889089,Mountain,"Schweitzer Mountain, Idaho - Ski Lift and Full Moon with Snowboarder Posters by  Lantern Press",http://cache2.allpostersimages.com/p/MED/93/9300/M1P5500Z/posters/lantern-press-schweitzer-mountain-idaho-ski-lift-and-full-moon-with-snowboarder.jpg,united states,united states,united states,united states,2
638375,Lake,Blue Mesa Reservoir - Lake Fork Boat Ramp Sign,https://gsofishing.com/wp-content/uploads/2020/06/Blue-Mesa-Reservoir-Lake-Fork.png,united states,united states,united states,united states,2
00046.jsonl.gz-4681704,Hotel,Evening only wedding package at the Charlecote Pheasant Hotel,https://charlecotepheasanthotel.co.uk/wp-content/uploads/2020/08/evening-only-wedding-package.jpg,united kingdom,united kingdom,united kingdom,united kingdom,2
